customer_id,acquisition_date,total_spent,num_orders,avg_order_value,last_purchase_date,recency_days,product_category_pref,marketing_channel,is_churn
CUST_0138,2024-04-20,1490.43,1,962.83,2024-10-19,286,Books,Paid Ads,1
CUST_0139,2024-12-30,5749.17,8,685.35,2025-03-22,132,Electronics,Referral,1
CUST_0140,2024-08-04,6535.97,4,1480.37,2024-08-16,350,Books,Referral,1
CUST_0141,2024-06-20,4384.43,5,802.33,2024-08-02,364,Electronics,Paid Ads,1
CUST_0142,2024-11-06,3262.79,3,1013.43,2025-07-13,19,Books,Paid Ads,0
CUST_0143,2024-08-02,6675.39,4,1410.4,2025-07-14,18,Apparel,Social Media,0
CUST_0144,2024-12-30,4379.31,4,1034.71,2024-08-25,341,Home Goods,Paid Ads,1
CUST_0145,2024-09-26,5715.05,6,823.82,2024-10-31,274,Books,Referral,1
CUST_0146,2024-04-12,5192.24,6,861.32,2024-11-27,247,Apparel,Paid Ads,1
CUST_0147,2024-06-19,7511.51,10,731.62,2025-05-19,74,Books,Email,1
CUST_0148,2024-07-28,100.0,1,1218.86,2024-10-19,286,Groceries,Social Media,1
CUST_0149,2024-09-03,4124.67,6,644.1,2025-06-03,59,Groceries,Email,0
CUST_0150,2024-11-13,9597.8,10,891.15,2025-06-15,47,Apparel,Social Media,0
CUST_0151,2024-12-24,8475.46,8,1050.54,2025-01-12,201,Apparel,Paid Ads,1
CUST_0152,2024-05-25,1132.64,1,637.78,2025-01-14,199,Groceries,Referral,1
CUST_0153,2024-07-16,6663.09,6,1062.28,2025-07-25,7,Groceries,Social Media,0
CUST_0154,2024-05-27,4047.24,3,1179.19,2025-02-16,166,Electronics,Social Media,1
CUST_0155,2024-08-28,6030.55,4,1358.25,2025-05-25,68,Groceries,Paid Ads,1
CUST_0156,2024-03-01,5217.34,10,487.37,2025-01-09,204,Electronics,Paid Ads,1
CUST_0157,2024-09-25,5405.85,9,545.28,2025-02-25,157,Apparel,Email,1
CUST_0158,2024-05-02,6087.0,4,1325.08,2024-10-20,285,Apparel,Email,1
CUST_0159,2024-11-23,4529.09,4,1030.64,2025-04-27,96,Apparel,Referral,1
CUST_0160,2024-03-21,6814.99,6,1010.77,2025-04-24,99,Home Goods,Email,1
CUST_0161,2024-08-24,5314.72,3,1519.4,2025-03-03,151,Groceries,Paid Ads,1
CUST_0162,2024-06-17,2662.21,3,777.25,2024-11-24,250,Home Goods,Social Media,1
CUST_0163,2024-05-12,4259.35,5,749.93,2025-03-13,141,Books,Paid Ads,1
CUST_0164,2024-01-12,5382.2,5,1013.93,2024-10-23,282,Apparel,Social Media,1
CUST_0165,2024-12-30,4384.44,4,1065.75,2025-03-21,133,Apparel,Paid Ads,1
CUST_0166,2024-02-29,6114.36,7,788.83,2025-07-12,20,Home Goods,Social Media,0
CUST_0167,2024-08-06,5980.84,7,818.87,2024-11-22,252,Electronics,Social Media,1
CUST_0168,2024-07-28,5734.2,6,842.26,2025-05-01,92,Apparel,Email,1
CUST_0169,2024-02-27,6356.6,6,985.59,2025-04-25,98,Home Goods,Paid Ads,1
CUST_0170,2024-03-15,7243.71,5,1393.16,2024-10-10,295,Electronics,Referral,1
CUST_0171,2024-10-29,8693.27,12,678.97,2025-06-05,57,Apparel,Email,0
CUST_0172,2024-02-27,4517.53,4,1105.62,2024-08-26,340,Books,Email,1
CUST_0173,2024-07-26,2568.49,2,1046.27,2025-03-02,152,Books,Referral,1
CUST_0174,2024-06-22,4259.58,4,1006.99,2024-12-04,240,Groceries,Paid Ads,1
CUST_0175,2024-02-15,8276.23,5,1450.31,2025-05-25,68,Apparel,Email,1
CUST_0176,2024-11-14,2347.09,1,1346.38,2025-03-23,131,Apparel,Email,1
CUST_0177,2024-03-12,8925.65,10,884.48,2025-06-15,47,Home Goods,Social Media,0
CUST_0178,2024-10-27,5515.99,4,1140.74,2025-04-23,100,Apparel,Paid Ads,1
CUST_0179,2024-06-08,4971.93,5,885.05,2024-12-24,220,Home Goods,Social Media,1
CUST_0180,2024-12-18,3247.36,3,1011.3,2025-03-18,136,Electronics,Email,1
CUST_0181,2024-07-12,6838.61,5,1165.76,2024-08-02,364,Groceries,Social Media,1
CUST_0182,2024-05-02,5119.26,6,805.92,2024-09-12,323,Groceries,Referral,1
CUST_0183,2024-03-24,7099.11,8,839.43,2025-03-11,143,Home Goods,Email,1
CUST_0184,2024-01-22,9150.52,11,793.24,2025-06-20,42,Apparel,Referral,0
CUST_0185,2024-01-12,3697.16,4,854.83,2025-02-01,181,Apparel,Email,1
CUST_0186,2024-06-21,6045.67,7,827.89,2024-08-07,359,Home Goods,Referral,1
CUST_0187,2024-05-29,6011.98,15,400.78,2024-11-13,261,Apparel,Social Media,1
CUST_0188,2024-07-25,4485.25,8,499.42,2024-12-26,218,Apparel,Paid Ads,1
CUST_0189,2024-10-19,2548.47,4,560.69,2025-07-08,24,Home Goods,Email,0
CUST_0190,2024-04-14,8367.86,9,862.33,2025-07-30,2,Home Goods,Referral,0
CUST_0191,2024-10-21,6304.65,11,527.08,2025-07-20,12,Apparel,Email,0
CUST_0192,2024-01-21,3748.87,3,1118.74,2024-10-06,299,Home Goods,Referral,1
CUST_0193,2024-01-14,4948.89,3,1351.82,2025-02-12,170,Home Goods,Email,1
CUST_0194,2024-03-24,2688.86,2,1095.77,2025-05-06,87,Apparel,Referral,1
CUST_0195,2024-06-12,4906.16,4,1143.11,2024-11-20,254,Apparel,Email,1
CUST_0196,2024-04-02,6992.53,8,851.87,2024-08-31,335,Home Goods,Paid Ads,1
CUST_0197,2024-11-08,4302.7,4,895.22,2024-12-10,234,Home Goods,Email,1
CUST_0198,2024-04-29,5725.31,4,1389.62,2025-06-18,44,Home Goods,Social Media,0
CUST_0199,2024-11-29,5096.77,6,793.74,2025-07-03,29,Home Goods,Social Media,0
CUST_0200,2024-09-01,8431.51,6,1231.56,2024-10-04,301,Groceries,Social Media,1
CUST_0201,2024-08-04,6832.66,6,1103.95,2024-12-07,237,Apparel,Email,1
CUST_0202,2024-05-30,3123.06,2,1193.28,2025-01-25,188,Books,Social Media,1
CUST_0203,2024-12-23,4618.64,4,1065.23,2025-02-04,178,Groceries,Referral,1
CUST_0204,2024-04-23,6336.94,7,844.93,2025-06-13,49,Electronics,Paid Ads,0
CUST_0205,2024-10-28,5361.29,4,1225.52,2025-07-18,14,Apparel,Referral,0
CUST_0206,2024-03-30,3019.95,3,868.0,2025-04-01,122,Groceries,Email,1
CUST_0207,2024-06-24,4330.98,4,1061.86,2025-02-25,157,Apparel,Email,1
CUST_0208,2024-04-11,6802.95,7,958.34,2025-07-09,23,Apparel,Paid Ads,0
CUST_0209,2024-12-09,6959.19,11,599.56,2025-03-30,124,Apparel,Email,1
CUST_0210,2024-11-11,9424.38,7,1333.6,2025-06-27,35,Apparel,Social Media,0
CUST_0211,2024-12-20,5902.19,8,685.3,2024-09-11,324,Apparel,Paid Ads,1
CUST_0212,2024-10-30,5179.22,8,645.58,2024-10-18,287,Home Goods,Referral,1
CUST_0213,2024-11-21,6709.8,5,1293.82,2025-05-13,80,Electronics,Social Media,1
CUST_0214,2024-10-29,2626.61,1,1459.22,2025-01-13,200,Apparel,Social Media,1
CUST_0215,2024-02-21,6044.84,5,1062.05,2025-01-18,195,Apparel,Referral,1
CUST_0216,2024-05-25,5632.4,5,980.08,2024-09-13,322,Home Goods,Social Media,1
CUST_0217,2024-06-07,3797.26,3,1095.93,2024-08-09,357,Groceries,Email,1
CUST_0218,2024-09-19,4076.74,3,1345.7,2025-04-17,106,Groceries,Referral,1
CUST_0219,2024-04-27,10092.1,8,1123.92,2025-07-17,15,Home Goods,Email,0
CUST_0220,2024-05-04,5353.02,4,1079.62,2024-08-14,352,Apparel,Referral,1
CUST_0221,2024-04-09,8639.15,11,751.54,2024-12-21,223,Electronics,Email,1
CUST_0222,2024-03-09,6048.73,7,779.53,2025-06-07,55,Home Goods,Social Media,0
CUST_0223,2024-10-19,7449.17,5,1487.02,2025-01-16,197,Apparel,Referral,1
CUST_0224,2024-09-10,4130.35,5,792.74,2025-01-08,205,Apparel,Email,1
CUST_0225,2024-06-15,7085.22,8,844.04,2025-02-21,161,Home Goods,Social Media,1
CUST_0226,2024-02-05,3836.64,5,695.57,2024-11-19,255,Apparel,Paid Ads,1
CUST_0227,2024-01-05,5392.34,6,819.43,2024-11-15,259,Home Goods,Email,1
CUST_0228,2024-02-27,7455.34,11,637.11,2025-07-30,2,Apparel,Paid Ads,0
CUST_0229,2024-10-12,6736.89,14,461.19,2024-08-20,346,Books,Social Media,1
CUST_0230,2024-04-15,4777.55,6,728.83,2025-01-09,204,Apparel,Paid Ads,1
CUST_0231,2024-01-03,2815.37,3,905.08,2025-06-22,40,Books,Social Media,0
CUST_0232,2024-10-12,9638.66,8,1118.0,2024-10-15,290,Groceries,Referral,1
CUST_0233,2024-02-07,4418.39,5,877.65,2024-09-18,317,Groceries,Email,1
CUST_0234,2024-11-26,3898.55,3,1243.96,2025-07-14,18,Home Goods,Paid Ads,0
CUST_0235,2024-05-22,5163.66,5,970.33,2024-10-30,275,Home Goods,Referral,1
CUST_0236,2024-03-07,3663.82,2,1297.61,2024-12-22,222,Electronics,Referral,1
CUST_0237,2024-07-24,5101.07,4,1051.15,2024-08-26,340,Apparel,Email,1
CUST_0238,2024-04-04,9929.76,10,909.96,2025-06-10,52,Home Goods,Email,0
CUST_0239,2024-01-25,3400.92,3,1105.46,2025-05-09,84,Apparel,Social Media,1
CUST_0240,2024-01-12,4859.0,4,1145.95,2025-05-14,79,Apparel,Social Media,1
CUST_0241,2024-06-08,6080.23,9,615.25,2024-08-20,346,Electronics,Referral,1
CUST_0242,2024-09-22,4841.84,8,555.91,2025-04-08,115,Apparel,Email,1
CUST_0243,2024-04-08,3460.46,4,831.86,2025-02-26,156,Home Goods,Paid Ads,1
CUST_0244,2024-09-29,3534.49,4,789.5,2025-01-30,183,Books,Referral,1
CUST_0245,2024-04-25,8429.05,12,682.18,2024-12-30,214,Apparel,Paid Ads,1
CUST_0246,2024-08-16,5836.41,6,969.46,2025-04-02,121,Apparel,Social Media,1
CUST_0247,2024-03-19,8498.48,6,1238.21,2025-03-30,124,Apparel,Paid Ads,1
CUST_0248,2024-07-31,4755.31,5,869.45,2024-11-24,250,Apparel,Social Media,1
CUST_0249,2024-04-26,2613.88,2,987.97,2024-09-24,311,Home Goods,Paid Ads,1
CUST_0250,2024-08-08,3250.36,10,317.09,2025-02-10,172,Groceries,Referral,1
CUST_0251,2024-05-08,5650.35,5,949.98,2024-10-14,291,Apparel,Referral,1
CUST_0252,2024-10-16,3102.56,8,351.45,2024-12-12,232,Electronics,Referral,1
CUST_0253,2024-03-27,4542.03,4,1027.01,2025-04-21,102,Home Goods,Paid Ads,1
CUST_0254,2024-05-31,5020.05,5,837.22,2024-10-18,287,Apparel,Referral,1
CUST_0255,2024-01-28,2846.68,6,466.41,2025-05-26,67,Apparel,Social Media,1
CUST_0256,2024-08-07,5348.04,4,1073.72,2025-04-15,108,Apparel,Social Media,1
CUST_0257,2024-04-14,5911.78,3,1649.5,2024-09-10,325,Books,Social Media,1
CUST_0258,2024-09-14,7911.24,5,1539.78,2025-06-30,32,Home Goods,Social Media,0
CUST_0259,2024-01-10,6113.64,6,936.89,2025-01-01,212,Apparel,Email,1
CUST_0260,2024-04-23,4557.49,4,916.96,2025-02-01,181,Books,Paid Ads,1
CUST_0261,2024-09-24,4665.76,4,1084.77,2025-01-05,208,Groceries,Referral,1
CUST_0262,2024-08-25,6325.76,4,1352.04,2025-03-09,145,Books,Social Media,1
CUST_0263,2024-12-13,5799.38,7,804.59,2025-07-01,31,Apparel,Social Media,0
CUST_0264,2024-02-13,5617.67,3,1510.66,2024-12-01,243,Home Goods,Social Media,1
CUST_0265,2024-01-23,6506.68,5,1114.35,2025-01-26,187,Apparel,Social Media,1
CUST_0266,2024-07-04,4581.95,6,744.84,2025-05-24,69,Books,Paid Ads,1
CUST_0267,2024-08-06,3970.72,5,666.93,2025-03-09,145,Books,Paid Ads,1
CUST_0268,2024-01-12,3430.2,2,1194.48,2025-06-05,57,Home Goods,Referral,0
CUST_0269,2024-08-10,6444.76,7,888.15,2025-07-28,4,Apparel,Referral,0
CUST_0270,2024-01-24,4083.73,4,892.68,2024-11-13,261,Home Goods,Email,1
CUST_0271,2024-02-26,2110.89,4,501.62,2024-10-25,280,Home Goods,Social Media,1
CUST_0272,2024-12-01,6468.52,9,701.99,2025-05-10,83,Home Goods,Paid Ads,1
CUST_0273,2024-06-07,3015.31,2,1115.77,2025-03-19,135,Books,Referral,1
CUST_0274,2024-12-21,100.0,1,1240.28,2024-12-02,242,Books,Social Media,1
CUST_0275,2024-11-14,5960.12,10,590.36,2025-07-21,11,Books,Social Media,0
CUST_0276,2024-06-09,8723.61,12,676.99,2025-07-05,27,Home Goods,Paid Ads,0
CUST_0277,2024-05-03,7397.28,17,418.79,2025-06-05,57,Home Goods,Paid Ads,0
CUST_0278,2024-09-15,3944.45,3,1231.43,2025-04-13,110,Groceries,Social Media,1
CUST_0279,2024-10-28,3833.18,6,609.73,2025-04-15,108,Apparel,Paid Ads,1
CUST_0280,2024-12-21,4944.97,3,1531.68,2025-02-23,159,Books,Social Media,1
CUST_0281,2024-11-11,4451.54,6,700.21,2025-07-07,25,Groceries,Social Media,0
CUST_0282,2024-12-29,3091.88,4,713.92,2024-12-03,241,Apparel,Paid Ads,1
CUST_0283,2024-03-10,4957.27,6,775.84,2025-03-11,143,Home Goods,Email,1
CUST_0284,2024-01-21,151.52,1,1265.21,2025-01-27,186,Apparel,Referral,1
CUST_0285,2024-07-21,5133.98,4,1154.78,2025-06-20,42,Books,Referral,0
CUST_0286,2024-05-21,6588.53,10,623.71,2024-08-02,364,Apparel,Paid Ads,1
CUST_0287,2024-06-09,4146.49,4,837.45,2025-03-09,145,Home Goods,Email,1
CUST_0288,2024-03-01,4016.05,6,581.01,2025-03-09,145,Home Goods,Referral,1
CUST_0289,2024-07-16,4526.72,3,1345.09,2025-05-12,81,Books,Referral,1
CUST_0290,2024-04-07,4753.64,3,1335.78,2025-03-19,135,Electronics,Email,1
CUST_0291,2024-02-28,3705.52,3,982.34,2025-05-02,91,Apparel,Social Media,1
CUST_0292,2024-03-08,5245.34,3,1487.4,2024-11-02,272,Home Goods,Social Media,1
CUST_0293,2024-09-26,4416.38,8,531.04,2025-07-06,26,Home Goods,Email,0
CUST_0294,2024-09-04,6766.22,6,976.65,2024-10-19,286,Electronics,Referral,1
CUST_0295,2024-03-29,3373.29,3,938.42,2024-09-09,326,Apparel,Email,1
CUST_0296,2024-10-23,8746.6,6,1324.01,2025-06-15,47,Electronics,Paid Ads,0
CUST_0297,2024-07-28,5969.47,8,746.09,2025-07-25,7,Home Goods,Email,0
CUST_0298,2024-10-09,4330.45,4,878.91,2025-02-22,160,Books,Paid Ads,1
CUST_0299,2024-04-10,9125.05,13,679.74,2025-05-02,91,Electronics,Referral,1
CUST_0300,2024-01-16,4981.83,4,1090.94,2024-12-27,217,Home Goods,Social Media,1
